Id,Model,Price,Age_08_04,Color,,,,,,,,,,,,,
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,Green,,,,,,,,,,,,,
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,Blue,,,,,,,,,,,,,
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,Red,,,,,,,,,,,,,
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,Red,,,,,,,,,,,,,
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,Red,,,,,,,,,,,,,
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,Grey,,,,,,,,,,,,,
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,Silver,,,,,,,,,,,,,
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,Grey,,,,,,,,,,,,,
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,Green,,,,,,,,,,,,,
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,Beige,,,,,,,,,,,,,
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,Black,,,,,,,,,,,,,
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,Blue,,,,,,,,,,,,,
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,Grey,,,,,,,,,,,,,
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,Black,,,,,,,,,,,,,
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,Red,,,,,,,,,,,,,
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,Green,,,,,,,,,,,,,
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,Silver,,,,,,,,,,,,,
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,Red,,,,,,,,,,,,,
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,Silver,,,,,,,,,,,,,
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,Black,,,,,,,,,,,,,
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,Red,,,,,,,,,,,,,
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,Green,,,,,,,,,,,,,
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,Blue,,,,,,,,,,,,,
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,Silver,,,,,,,,,,,,,
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,Red,,,,,,,,,,,,,
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,Green,,,,,,,,,,,,,
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,Green,,,,,,,,,,,,,
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,Red,,,,,,,,,,,,,
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,Red,,,,,,,,,,,,,
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,Blue,,,,,,,,,,,,,
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,Silver,,,,,,,,,,,,,
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,Grey,,,,,,,,,,,,,
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,Red,,,,,,,,,,,,,
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,Red,,,,,,,,,,,,,
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,Red,,,,,,,,,,,,,
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,Blue,,,,,,,,,,,,,
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,White,,,,,,,,,,,,,
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,Red,,,,,,,,,,,,,
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,Grey,,,,,,,,,,,,,
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,Red,,,,,,,,,,,,,
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,Green,,,,,,,,,,,,,
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,Red,,,,,,,,,,,,,
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,Blue,,,,,,,,,,,,,
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,Grey,,,,,,,,,,,,,
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,Green,,,,,,,,,,,,,
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,Red,,,,,,,,,,,,,
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,Black,,,,,,,,,,,,,
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,Silver,,,,,,,,,,,,,
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,Red,,,,,,,,,,,,,
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,Silver,,,,,,,,,,,,,
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,Black,,,,,,,,,,,,,
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,Silver,,,,,,,,,,,,,
738, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,Silver,,,,,,,,,,,,,
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,Silver,,,,,,,,,,,,,
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,Grey,,,,,,,,,,,,,
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,Grey,,,,,,,,,,,,,
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,Red,,,,,,,,,,,,,
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,Grey,,,,,,,,,,,,,
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,Blue,,,,,,,,,,,,,
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,Black,,,,,,,,,,,,,
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,Red,,,,,,,,,,,,,
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,Red,,,,,,,,,,,,,
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,Blue,,,,,,,,,,,,,
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,Black,,,,,,,,,,,,,
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,Grey,,,,,,,,,,,,,
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,Black,,,,,,,,,,,,,
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,Silver,,,,,,,,,,,,,
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,Red,,,,,,,,,,,,,
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,Black,,,,,,,,,,,,,
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,Red,,,,,,,,,,,,,
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,Green,,,,,,,,,,,,,
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,Black,,,,,,,,,,,,,
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,Green,,,,,,,,,,,,,
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,Red,,,,,,,,,,,,,
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,Green,,,,,,,,,,,,,
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,Red,,,,,,,,,,,,,
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,Red,,,,,,,,,,,,,
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,Grey,,,,,,,,,,,,,
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,Green,,,,,,,,,,,,,
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,Black,,,,,,,,,,,,,
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,Green,,,,,,,,,,,,,
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,Grey,,,,,,,,,,,,,
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,Green,,,,,,,,,,,,,
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,Green,,,,,,,,,,,,,
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,Green,,,,,,,,,,,,,
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,Silver,,,,,,,,,,,,,
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,Silver,,,,,,,,,,,,,
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,Green,,,,,,,,,,,,,
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,Silver,,,,,,,,,,,,,
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,Grey,,,,,,,,,,,,,
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,Green,,,,,,,,,,,,,
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,Green,,,,,,,,,,,,,
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,Grey,,,,,,,,,,,,,
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,Blue,,,,,,,,,,,,,
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,Black,,,,,,,,,,,,,
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,Black,,,,,,,,,,,,,
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,Violet,,,,,,,,,,,,,
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,Grey,,,,,,,,,,,,,
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,Red,,,,,,,,,,,,,
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,Black,,,,,,,,,,,,,
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,Green,,,,,,,,,,,,,
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,Red,,,,,,,,,,,,,
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,Silver,,,,,,,,,,,,,
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,Green,,,,,,,,,,,,,
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,Black,,,,,,,,,,,,,
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,Green,,,,,,,,,,,,,
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,Black,,,,,,,,,,,,,
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,Blue,,,,,,,,,,,,,
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,Blue,,,,,,,,,,,,,
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,Black,,,,,,,,,,,,,
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,Red,,,,,,,,,,,,,
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,Green,,,,,,,,,,,,,
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,Red,,,,,,,,,,,,,
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,Green,,,,,,,,,,,,,
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,Blue,,,,,,,,,,,,,
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,Red,,,,,,,,,,,,,
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,Silver,,,,,,,,,,,,,
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,Red,,,,,,,,,,,,,
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,Green,,,,,,,,,,,,,
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,Black,,,,,,,,,,,,,
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,Blue,,,,,,,,,,,,,
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,Red,,,,,,,,,,,,,
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,Blue,,,,,,,,,,,,,
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,Green,,,,,,,,,,,,,
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,Green,,,,,,,,,,,,,
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,Black,,,,,,,,,,,,,
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,Green,,,,,,,,,,,,,
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,Green,,,,,,,,,,,,,
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,Red,,,,,,,,,,,,,
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,Black,,,,,,,,,,,,,
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,Blue,,,,,,,,,,,,,
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,Black,,,,,,,,,,,,,
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,Green,,,,,,,,,,,,,
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,Red,,,,,,,,,,,,,
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,Blue,,,,,,,,,,,,,
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,Grey,,,,,,,,,,,,,
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,Blue,,,,,,,,,,,,,
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,Red,,,,,,,,,,,,,
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,Green,,,,,,,,,,,,,
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,Red,,,,,,,,,,,,,
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,Green,,,,,,,,,,,,,
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,Silver,,,,,,,,,,,,,
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,Blue,,,,,,,,,,,,,
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,Red,,,,,,,,,,,,,
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,Black,,,,,,,,,,,,,
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,Black,,,,,,,,,,,,,
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,Black,,,,,,,,,,,,,
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,Red,,,,,,,,,,,,,
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,Red,,,,,,,,,,,,,
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,Red,,,,,,,,,,,,,
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,Black,,,,,,,,,,,,,
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,Red,,,,,,,,,,,,,
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,Black,,,,,,,,,,,,,
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,Black,,,,,,,,,,,,,
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,Silver,,,,,,,,,,,,,
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,Grey,,,,,,,,,,,,,
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,Blue,,,,,,,,,,,,,
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,Red,,,,,,,,,,,,,
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,Blue,,,,,,,,,,,,,
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,Red,,,,,,,,,,,,,
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,Black,,,,,,,,,,,,,
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,Green,,,,,,,,,,,,,
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,Green,,,,,,,,,,,,,
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,Red,,,,,,,,,,,,,
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,Red,,,,,,,,,,,,,
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,Grey,,,,,,,,,,,,,
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,Grey,,,,,,,,,,,,,
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,Green,,,,,,,,,,,,,
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,Blue,,,,,,,,,,,,,
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,Silver,,,,,,,,,,,,,
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,Blue,,,,,,,,,,,,,
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,Red,,,,,,,,,,,,,
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,Red,,,,,,,,,,,,,
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,Grey,,,,,,,,,,,,,
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,Green,,,,,,,,,,,,,
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,Grey,,,,,,,,,,,,,
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,Green,,,,,,,,,,,,,
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,Grey,,,,,,,,,,,,,
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,Red,,,,,,,,,,,,,
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,Silver,,,,,,,,,,,,,
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,Red,,,,,,,,,,,,,
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,Red,,,,,,,,,,,,,
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,Red,,,,,,,,,,,,,
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,Grey,,,,,,,,,,,,,
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,Grey,,,,,,,,,,,,,
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,Red,,,,,,,,,,,,,
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,Black,,,,,,,,,,,,,
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,Green,,,,,,,,,,,,,
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,White,,,,,,,,,,,,,
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,Grey,,,,,,,,,,,,,
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,Grey,,,,,,,,,,,,,
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,Black,,,,,,,,,,,,,
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,Green,,,,,,,,,,,,,
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,Green,,,,,,,,,,,,,
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,Green,,,,,,,,,,,,,
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,Black,,,,,,,,,,,,,
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,Silver,,,,,,,,,,,,,
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,Red,,,,,,,,,,,,,
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,Blue,,,,,,,,,,,,,
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,Silver,,,,,,,,,,,,,
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,Green,,,,,,,,,,,,,
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,Black,,,,,,,,,,,,,
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,Grey,,,,,,,,,,,,,
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,Red,,,,,,,,,,,,,
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,Red,,,,,,,,,,,,,
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,Black,,,,,,,,,,,,,
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,Silver,,,,,,,,,,,,,
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,Grey,,,,,,,,,,,,,
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,Blue,,,,,,,,,,,,,
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,Green,,,,,,,,,,,,,
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,Green,,,,,,,,,,,,,
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,Red,,,,,,,,,,,,,
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,Grey,,,,,,,,,,,,,
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,Red,,,,,,,,,,,,,
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,Grey,,,,,,,,,,,,,
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,Blue,,,,,,,,,,,,,
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,Silver,,,,,,,,,,,,,
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,Red,,,,,,,,,,,,,
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,Silver,,,,,,,,,,,,,
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,Blue,,,,,,,,,,,,,
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,Silver,,,,,,,,,,,,,
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,Green,,,,,,,,,,,,,
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,Red,,,,,,,,,,,,,
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,Grey,,,,,,,,,,,,,
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,Grey,,,,,,,,,,,,,
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,Blue,,,,,,,,,,,,,
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,Grey,,,,,,,,,,,,,
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,Green,,,,,,,,,,,,,
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,Red,,,,,,,,,,,,,
